الكلمة,التشكيل,له_صورة,له_صوت,اسم,فعل,حرف,التحليل,اين-وردت,جملة   ,نوع-الجملة,الوزن-الصرفي,مصروف-ممنوع,المستوى-العمري,الدولة,المصدر,اضافة-ال,نوع-الفعل-ماض-مضارع-امر,صحيح-معتل-الاول-الوسط-الاخر,ID
صمغ,صَمْغ,,,1,,,صَمْـ-غٌ,KG1-kg2-1H6-4H8-S-4H9,,,,,,,,,,,
صنوبر,صَنَوْبَر,,,1,,,صَـ-نَوْ-بَـ-رٌ,KG1,,,,,,,,,,,
صهيل,صَهيل,,,1,,,صَـ-ـهيـ-لٌ,kg2,,,,,,,,,,,
صوت,صَوْت,,,1,,,صَوْ-ت,KG1-kg2,,,,,,,,,,,
صراخ,صُراخ,,,1,,,صُـ-را-خٌ,KG1-1H6-4H8,,,,,,,,,,,
صندوق,صُنْدوق,,,1,,,صُنـ-دو-قٌ,KG1-kg2-1H6-4H8-4H4-4H2-2H5,,,,,,,,,,,
صهيب,صُهَيْب,,,1,,,صُـ-ـهَيْـ-ب,kg2-2H7,,,,,,,,,,,
صور,صُوَر,,,1,,,صُـ-وَ-رٌ,KG1-kg2-1H7-4H3,,,,,,,,,,,
صنارة,صِنّارَة,,,1,,,صِنْـ-نا-رَ-ةٌ,KG1-kg2-1H7,,,,,,,,,,,
صياح,صِياح,,,1,,,صِـ-يا-حٌ,KG1-1H6-S,,,,,,,,,,,
صابر,صابِر,,,1,,,صا-بِـ-رٌ,2H12,,,,,,,,,,,
صابون,صابون,,,1,,,صا-بو-نٌ,1H4-2H4-KG1-kg2,,,,,,,,,,,
صاحب,صاحِب,,,1,,,صا-حِـ-بٌ,4H4,,,,,,,,,,,
صادق,صادِق,,,1,,,صا-دِ-قٌ,2H11,,,,,,,,,,,
صاروخ,صاروخ,,,1,,,صا-رو-خٌ,2H4,,,,,,,,,,,
صالح,صالِح,,,1,,,صا-لِـ-حٌ,KG1-2H14-kg2,,,,,,,,,,,
صائم,صائِم,,,1,,,صا-ئِـ-مٌ,4H3,,,,,,,,,,,
صبية,صِبْـيَة,,,1,,,صِبْـ-يَـ-ـةٌ,2H17-4H3,,,,,,,,,,,
صحراء,صَحْـراءُ,,,1,,,صَحْـ-را-ء,4H4,,,,,,,,,,,
صحف,صُحُف,,,1,,,صُـ-حُـ-فٌ,2H15-4H6,,,,,,,,,,,
صحون,صُحون,,,1,,,صُـ-حو-نٌ,2H12,,,,,,,,,,,
صحيفة,صَحيفَة,,,1,,,صَـ-حيـ-فَـ-ـةٌ,2H12,,,,,,,,,,,
صخر,صَخْـر,,,1,,,صَخْـ-رٌ,2H15,,,,,,,,,,,
صدف,صَدَف,,,1,,,صَـ-دَ-فٌ,2H13-4H9,,,,,,,,,,,
صدق,صِدْق,,,1,,,صِدْ-قٌ,4H1-4H8,,,,,,,,,,,
صراع,صِراع,,,1,,,صِـ-را-عٌ,4H2,,,,,,,,,,,
صرح,صَرْح,,,1,,,صَرْ-حٌ,4H8,,,,,,,,,,,
صعاب,صِعاب,,,1,,,صِـ-ـعا-بٌ,2H17,,,,,,,,,,,
صعود,صُعود,,,1,,,صُـ-ـعو-دٌ,4H1,,,,,,,,,,,
صغر,صَغَّرَ,,,,1,,صَغْـ-ـغَـ-رَ,4H4,,,,,,,,,,,
صغار,صِغار,,,1,,,صِـ-ـغا-رٌ,2H17-4H6,,,,,,,,,,,
صفارة,صَفّارَة,,,1,,,صَفْـ-فا-رَ-ةٌ,4H4,,,,,,,,,,,
صفر,صَفَّرَ,,,,1,,صَفْـ-فَـ-رَ,4H4,,,,,,,,,,,
صفاء,صَفاء,,,1,,,صَـ-فا-ءٌ,2H15,,,,,,,,,,,
صفر,صِفْر,,,1,,,صِفْـ-رٌ,4H2,,,,,,,,,,,
صفو,صَفْو,,,1,,,صَفْـ-وٌ ؟,4H8,,,,,,,,,,,
صفوف,صُفوف,,,1,,,صُـ-فو-فٌ,4H2,,,,,,,,,,,
صفير,صَفير,,,1,,,صَـ-فيـ-رٌ,2H15-4H6,,,,,,,,,,,
صقور,صُقور,,,1,,,صُـ-قو-رٌ,2H11,,,,,,,,,,,
صلصال,صِلْصال,,,1,,,صِلْـ-صا-لٌ,4H1,,,,,,,,,,,
صناعة,صِناعَة,,,1,,,صِـ-ـنا-عَـ-ةٌ,4H2,,,,,,,,,,,
صنبور,صُنْبور,,,1,,,صُنْـ-بو-رٌ,2H15,,,,,,,,,,,
صنوبر,صَنَوْبَر,,,1,,,صَـ-نَوْ-بَـ-رٌ,1H7,,,,,,,,,,,
صهيل,صَهيل,,,1,,,صَـ-ـهيـ-لٌ,2H11,,,,,,,,,,,
صور,صَوَّرَ,,,,1,,صَوْ-وَ-رَ,4H4,,,,,,,,,,,
صواب,صَواب,,,1,,,صَـ-وا-بٌ,4H8,,,,,,,,,,,
صوت,صَوْت,,,1,,,صَوْ-تٌ,1H6-4H8-4H9,,,,,,,,,,,
صورة,صورَة,,,1,,,صو-رَ-ة,KG1-1H6,,,,,,,,,,,
صوف,صوف,,,1,,,صو-فٌ,1H4-kg2-4H3-KG1,,,,,,,,,,,
صيف,صَيْف,,,1,,,صَيْـ-فٌ,4H2-4H8,,,,,,,,,,,
صيوان,صيوان,,,1,,,صيـ-وا-نٌ,4H3,,,,,,,,,,,
ضابط,ضابِط,,,1,,,ضا-بِـ-طٌ,kg2-2H9,,,,,,,,,,,
ضائع,ضائِع,,,1,,,ضا-ئِـ-عٌ,kg2,,,,,,,,,,,
ضبع,ضَبْـع,,,1,,,ضَبْـ-ـعٌ,KG1-kg2-1H7-4H4-2H5-2H2,,,,,,,,,,,
ضحك,ضَحِك,,,,1,,ضَـ-حِـ-كٌ,kg2-2H2-4H8-4H6,,,,,,,,,,,
ضوء,ضَوْء,,,1,,,ضَوْ-ءٌ,KG1-kg2-1H4-4H4-2H5,,,,,,,,,,,
ضئيل,ضَئيل,,,1,,,ضَـ-ئيـ-لٌ,kg2,,,,,,,,,,,
ضحى,ضُحى,,,1,,,ضُـ-حى,KG1-kg2-1H6,,,,,,,,,,,
ضيوف,ضُيوف,,,1,,,ضُـ-يو-فٌ,kg2,,,,,,,,,,,
ضرس,ضِرْس,,,1,,,ضِرْ-س,KG1-kg2-1H4-4H3-2H5,,,,,,,,,,,
ضفدع,ضِفْدَع,,,1,,,ضِفْـ-دَ-عٌ,KG1-kg2-1H4-4H6-2H5,,,,,,,,,,,
ضماد,ضِماد,,,1,,,ضِـ-ما-دٌ,KG1-1H7,,,,,,,,,,,
ضياء,ضِياء,,,1,,,ضِـ-يا-ءٌ,kg2-2H2-S-2H17-2H7,,,,,,,,,,,
ضيق,ضَيِّق,,,1,,,ضَيْـ-يِـ-قٌ,4H3,,,,,,,,,,,
ضاحك,ضاحِك,,,1,,,ضا-حِـ-كٌ,4H3,,,,,,,,,,,
ضائع,ضائِع,,,1,,,ضا-ئِـ-عٌ,2H11,,,,,,,,,,,
ضباط,ضُبّاط,,,1,,,ضُبْـ-با-طٌ,2H16,,,,,,,,,,,
ضباب,ضَباب,,,1,,,ضَـ-با-بٌ,2H15-4H3,,,,,,,,,,,
ضجيج,ضَجيج,,,1,,,ضَـ-جيـ-جٌ,2H13,,,,,,,,,,,
ضخم,ضَخْـم,,,1,,,ضَخْـ-مٌ,4H2,,,,,,,,,,,
ضرغام,ضِرْغام,,,1,,,ضِرْ-غا-مٌ,2H17,,,,,,,,,,,
ضرير,ضَرير,,,1,,,ضَـ-ريـ-رٌ,4H4,,,,,,,,,,,
ضعيف,ضَعيف,,,1,,,ضَـ-ـعيـ-فٌ,2H7,,,,,,,,,,,
ضلع,ضِلْع,,,1,,,ضِلْـ-ـعٌ,2H15,,,,,,,,,,,
ضمير,ضَمير,,,1,,,ضَـ-ميـ-رٌ,2H15,,,,,,,,,,,
ضيف,ضَيْف,,,1,,,ضَيْـ-فٌ,4H1,,,,,,,,,,,
ضيوف,ضُيوف,,,1,,,ضُـ-يو-فٌ,2H7-S-4H3,,,,,,,,,,,
ضئيل,ضَئيل,,,1,,,ضَـ-ئيـ-لٌ,2H11,,,,,,,,,,,
طاهي,طَاهي,,,1,,,طا-هِ-يٌ,kg2-2H4,,,,,,,,,,,
طبل,طَبْـل,,,1,,,طَبْـ-لٌ,KG1-kg2-1H6-4H3-2H5,,,,,,,,,,,
طبيب,طَبـيب,,,1,,,طَـ-بيـ-بٌ,kg2-KG1-1H6,,,,,,,,,,,
طباخ,طَبّاخ,,,1,,,طَبْـ-با-خٌ,KG1,,,,,,,,,,,
طحين,طَحين,,,1,,,طَـ-حيـ-نٌ,KG1,,,,,,,,,,,
طرب,طَرَب,,,1,,,طَـ-رَ-بٌ,kg2-2H7,,,,,,,,,,,
طرد,طَرْد,,,1,,,طَرْ-دٌ,KG1-kg2-1H4,,,,,,,,,,,
طري,طَريّ,,,1,,,طَـ-ريـ-ـيٌ,kg2,,,,,,,,,,,
طريق,طَريق,,,1,,,طَـ-ريـ-قٌ,kg2,,,,,,,,,,,
طعام,طَعام,,,1,,,طَ-ـعا-مٌ,KG1-1H6,,,,,,,,,,,
طويل,طَويل,,,1,,,طَـ-ويـ-لٌ,kg2-2H9-S,,,,,,,,,,,
طيار,طَيّار,,,1,,,طَيْـ-يا-رٌ,kg2,,,,,,,,,,,
طير,طَيْر,,,1,,,طَيْـ-رٌ,kg2,,,,,,,,,,,
طرفة,طُرْفَة,,,1,,,طُرْ-فَـ-ـةٌ,kg2-2H7-4H6,,,,,,,,,,,
طلاب,طُلّاب,,,1,,,طُلْـ-لا-بٌ,kg2-2H15-2H7,,,,,,,,,,,
طوب,طوب,,,1,,,طو-بٌ,kg2,,,,,,,,,,,
طيور,طُيور,,,1,,,طُـ-يو-رٌ,kg2-2H9-S-4H3,,,,,,,,,,,
طفل,طِفْل,,,1,,,طِفْـ-لٌ,kg2-2H4-4H6,,,,,,,,,,,
طلاء,طِلاء,,,1,,,طِ-لا-ءٌ,kg2-2H7,,,,,,,,,,,
طاحونة,طاحونَة,,,1,,,طا-حو-نَـ-ـةٌ,4H5,,,,,,,,,,,
طارق,طارِق,,,1,,,طا-رِ-قٌ,KG1-kg2,,,,,,,,,,,
طالب,طالِب,,,1,,,طا-لِـ-بٌ,2H12,,,,,,,,,,,
طاولة,طاوِلَة,,,1,,,طا-وِ-لَـ-ـةٌ,KG1-4H3-2H5-1H7-kg2,,,,,,,,,,,
طاووس,طاووس,,,1,,,طا-وو-سٌ,1H6-2H5-KG1-kg2,,,,,,,,,,,
طائر,طائِر,,,1,,,طا-ئِـ-رٌ,KG1-1H6-2H15-4H4,,,,,,,,,,,
طائرة,طائِرَة,,,1,,,طا-ئِـ-رَ-ةٌ,KG1-kg2-1H4,,,,,,,,,,,
طب,طِبّ,,,1,,,طِبْـ-بٌ,4H4,,,,,,,,,,,
طباخ,طَبّاخ,,,1,,,طَبْـ-با-خٌ,1H4,,,,,,,,,,,
طباع,طِباع,,,1,,,طِ-با-عٌ,2H17,,,,,,,,,,,
طباعة,طِباعَة,,,1,,,طِ-با-عَـ-ـةٌ,4H3,,,,,,,,,,,
طبخ,طَبْـخ,,,1,,,طَبْـ-خٌ,4H5,,,,,,,,,,,
طبق,طَبَق,,,1,,,طَـ-بَـ-قٌ,4H2,,,,,,,,,,,
طبول,طُبول,,,1,,,طُـ-بو-لٌ,2H12,,,,,,,,,,,
طحال,طُحال,,,1,,,طُـ-حا-لٌ,2H16,,,,,,,,,,,
طحين,طَحين,,,1,,,طَـ-حيـ-نٌ,1H6-4H6,,,,,,,,,,,
طرح,طَرْح,,,1,,,طَرْ-حٌ,4H8,,,,,,,,,,,
طرق,طُرُق,,,1,,,طُـ-رُ-قٌ,2H15,,,,,,,,,,,
طرق,طَرْق,,,1,,,طَرْ-قٌ,4H8,,,,,,,,,,,
طريف,طَريف,,,1,,,طَـ-ريـ-فٌ,2H15,,,,,,,,,,,
طريق,طَريق,,,1,,,طَـ-ريـ-قٌ,2H4-4H4-4H8-4H9,,,,,,,,,,,
طعم,طَعَّمَ,,,,1,,طَعْـ-ـعَـ-مَ,4H4,,,,,,,,,,,
طعم,طُعْم,,,1,,,طُعْـ-مٌ,2H15,,,,,,,,,,,
طفولة,طُفولَة,,,1,,,طُـ-فو-لَـ-ـةٌ,4H2,,,,,,,,,,,
طقس,طَقْس,,,1,,,طَقْـ-سٌ,4H4,,,,,,,,,,,
طماطم,طَماطِم,,,1,,,طَـ-ما-طِ-مٌ,2H15,,,,,,,,,,,
طموح,طُموح,,,1,,,طُـ-مو-حٌ,2H16,,,,,,,,,,,
طوب,طوب,,,1,,,طو-بٌ,2H9,,,,,,,,,,,
طوق,طَوْق,,,1,,,طَوْ-قٌ,4H2,,,,,,,,,,,
طول,طول,,,1,,,طو-لٌ,4H3,,,,,,,,,,,
طيار,طَيّار,,,1,,,طَيْـ-يا-رٌ,2H4,,,,,,,,,,,
طيارة,طَيّارَة,,,1,,,طَيْـ-يا-رَ-ةٌ,4H4,,,,,,,,,,,
طير,طَيْر,,,1,,,طَيْـ-رٌ,2H2,,,,,,,,,,,
طين,طين,,,1,,,طيـ-نٌ,4H3-4H6-4H8,,,,,,,,,,,
ظبي,ظَبْـي,,,1,,,ظَبْـ-ـيٌ,KG1-kg2-1H7-1H6-4H3-2H5,,,,,,,,,,,
ظربان,ظَرِبان,,,1,,,ظَـ-رِ-با-نٌ,KG1-kg2-1H4,,,,,,,,,,,
ظرف,ظَرْف,,,1,,,ظَرْ-فٌ,KG1-kg2-1H6-4H6,,,,,,,,,,,
ظلام,ظَلام,,,1,,,ظَـ-لا-مٌ,KG1-1H7-4H4,,,,,,,,,,,
ظهر,ظَهْر,,,1,,,ظَـهْـ-رٌ,kg2,,,,,,,,,,,
ظفر,ظُفْر,,,1,,,ظُفْـ-رٌ,KG1-1H7,,,,,,,,,,,
ظباء,ظِبـاء,,,1,,,ظِ-با-ءٌ,kg2,,,,,,,,,,,
ظل,ظِلّ,,,1,,,ظِلْـ-لٌ,KG1-kg2-4H1-4H4-4H3-2H2,,,,,,,,,,,
ظافر,ظافِر,,,1,,,ظا-فِـ-رٌ,KG1-1H7-kg2,,,,,,,,,,,
ظالم,ظالِم,,,1,,,ظا-لِـ-مٌ,4H6,,,,,,,,,,,
ظاهر,ظاهِر,,,1,,,ظا-هِ-رٌ,2H12-4H3,,,,,,,,,,,
ظباء,ظِباء,,,1,,,ظِ-با-ءٌ,2H17-4H3,,,,,,,,,,,
ظرفاء,ظُرَفاء,,,1,,,ظُـ-رَ-فا-ء,2H16,,,,,,,,,,,
ظروف,ظُروف,,,1,,,ظُـ-رو-فٌ,2H7-4H3,,,,,,,,,,,
ظريف,ظَريف,,,1,,,ظَـ-ريـ-فٌ,4H1,,,,,,,,,,,
ظفار,ظِفار,,,1,,,ظِ-فا-رٌ,2H17,,,,,,,,,,,
ظلال,ظِلال,,,1,,,ظ-لا-ل,4H1,,,,,,,,,,,
ظلمات,ظُلُمات,,,1,,,ظُـ-لُـ-ما-تٌ,2H16,,,,,,,,,,,
ظلمة,ظُلْمَة,,,1,,,ظُلْـ-مَـ-ـةٌ,4H2-4H3,,,,,,,,,,,
ظمأ,ظَمَأ,,,1,,,ظَـ-مَـ-أٌ,2H15-4H4,,,,,,,,,,,
ظهر,ظُهْر,,,1,,,ظُـهْـ-رٌ,2H7-4H6-4H1-2H15,,,,,,,,,,,
ظهور,ظُهور,,,1,,,ظُـ-ـهو-رٌ,2H16-4H4,,,,,,,,,,,
ظهيرة,ظَهيرَة,,,1,,,ظَـ-ـهيـ-رَ-ةٌ,2H15,,,,,,,,,,,
عاصفة,عاصِفة,,,1,,,عا-صِـ-ـفَـ-ـةٌ,kg2,,,,,,,,,,,
عالم,عالِم,,,1,,,عا-لِـ-مٌ,kg2,,,,,,,,,,,
عامود,عامود,,,1,,,عا-مو-دٌ,kg2-2H11-4H3-S,,,,,,,,,,,
عجل,عَجَل,,,1,,,عَـ-جَـ-لٌ,KG1-1H7,,,,,,,,,,,
عجوز,عَجوز,,,1,,,عَـ-جو-زٌ,KG1-1H7-4H8-4H9,,,,,,,,,,,
عرش,عَرْش,,,1,,,عَرْ-شٌ,KG1-1H6-4H8,,,,,,,,,,,
عزيز,عَزيز,,,1,,,عَـ-زيـ-زٌ,kg2,,,,,,,,,,,
عسل,عَسَل,,,1,,,عَـ-سَـ-لٌ,KG1-kg2-1H4-4H3-2H5,,,,,,,,,,,
عشاء,عَشاء,,,1,,,عَـ-شا-ءٌ,kg2,,,,,,,,,,,
عصا,عَصا,,,1,,,عَـ-صا,KG1-kg2,,,,,,,,,,,
عصير,عَصير,,,1,,,عَـ-صيـ-رٌ,KG1-kg2-1H4-4H5-4H5,,,,,,,,,,,
عظم,عَظْم,,,1,,,عَظْـ-مٌ,KG1-kg2-1H6,,,,,,,,,,,
عظمة,عَظْمَة,,,1,,,عَظْـ-مَـ-ـةٌ,kg2-2H7,,,,,,,,,,,
علم,عَلَم,,,1,,,عَـ-لَـ-مٌ,KG1-kg2,,,,,,,,,,,
علاقة,عَلّاقَة,,,1,,,عَلْـ-لا-قَـ-ـةٌ,KG1-1H6,,,,,,,,,,,
عنكبوت,عَنْكَبوت,,,1,,,عَنْـ-كَـ-بو-تٌ,kg2-2H2,,,,,,,,,,,
عين,عَيْن,,,1,,,عَيْـ-نٌ,KG1,,,,,,,,,,,
عثور,عُثور,,,1,,,عُـ-ثو-رٌ,kg2,,,,,,,,,,,
عدي,عُدَيّ,,,1,,,عُـ-دَيْـ-ـيٌ,kg2-2H2,,,,,,,,,,,
عشب,عُشْب,,,1,,,عُشْـ-بٌ,kg2,,,,,,,,,,,
عش,عُشّ,,,1,,,عُشْـ-شٌ,KG1-1H6-1H7-4H9-4H8,,,,,,,,,,,
عصفور,عُصْفور,,,1,,,عُصْـ-فو-رٌ,kg2-2H4-4H6-2H15-2H5,,,,,,,,,,,
عطور,عُطور,,,1,,,عُـ-طو-رٌ,kg2-2H7,,,,,,,,,,,
عقود,عُقود,,,1,,,عُـ-قو-دٌ,kg2-2H7,,,,,,,,,,,
علبة,عُلْبَة,,,1,,,عُلْـ-بَـ-ـةٌ,KG1-kg2-1H6-4H3,,,,,,,,,,,
علوم,عُلوم,,,1,,,عُـ-لو-مٌ,kg2,,,,,,,,,,,
عنق,عُنُق,,,1,,,عُـ-نُـ-قٌ,kg2-2H2,,,,,,,,,,,
عود,عود,,,1,,,عو-دٌ,kg2-1H7-KG1-4H3,,,,,,,,,,,
عصام,عِصام,,,1,,,عِـ-صا-مٌ,kg2-2H7,,,,,,,,,,,
عطر,عِطْر,,,1,,,عِطْـ-رٌ,KG1-kg2-1H6-4H4-1H7,,,,,,,,,,,
عنب,عِنَب,,,1,,,عِـ-نَـ-بٌ,KG1-kg2-1H6-4H3-2H5,,,,,,,,,,,
عيدان,عيدان,,,1,,,عيـ-دا-نٌ,kg2,,,,,,,,,,,
عاجل,عاجِل,,,1,,,عا-جِـ-لٌ,2H12,,,,,,,,,,,
عادل,عادِل,,,1,,,عا-دِ-لٌ,KG1-1H6,,,,,,,,,,,
عاصفة,عاصِفَة,,,1,,,عا-صِـ-ـفَـ-ـةٌ,2H7,,,,,,,,,,,
عالم,عالِم,,,1,,,عا-لِـ-مٌ,2H9,,,,,,,,,,,
عبادة,عُبادَة,,,1,,,عُـ-با-دَ-ةٌ,2H16,,,,,,,,,,,
عبير,عَبير,,,1,,,عَـ-بيـ-رٌ,4H2,,,,,,,,,,,
عتمة,عَتْـمَة,,,1,,المعجم,عَتْـ-مَـ-ـةٌ,4H2,,,,,,,,,,,
عثمان,عُثْـمان,,,1,,,عُثْـ-ما-ن,4H2,,,,,,,,,,,
عثور,عُثور,,,1,,,عُـ-ثو-رٌ,2H9,,,,,,,,,,,
عجز,عَجْـز,,,1,,,عَجْـ-زٌ,4H8,,,,,,,,,,,
عجلات,عَجَلات,,,1,,,عَـ-جَـ-لا-تٌ,4H2,,,,,,,,,,,
عدس,عَدَس,,,1,,,عَـ-دَ-سٌ,2H15,,,,,,,,,,,
عدو,عَدُوّ,,,1,,,عَـ-دو-وٌ,1H6,,,,,,,,,,,
عربة,عَرَبَة,,,1,,,عَـ-رَ-بَـ-ـةٌ,4H2,,,,,,,,,,,
عروض,عُروض,,,1,,,عُـ-رو-ضٌ,4H8,,,,,,,,,,,
عزيز,عَزيز,,,1,,,عَـ-زيـ-زٌ,2H11,,,,,,,,,,,
عشاء,عَشاء,,,1,,,عَـ-شا-ءٌ,2H11,,,,,,,,,,,
عشاء,عِشاء,,,1,,,عِـ-شا-ءٌ,4H1,,,,,,,,,,,
عشرة,عَشَرَة,,,1,,,عَـ-شَـ-ـرَ-ةٌ,2H13,,,,,,,,,,,
عصا,عَصا,,,1,,,عَـ-صا,1H6,,,,,,,,,,,
عضة,عَضَّة,,,1,,,عَضْـ-ضَـ-ـةٌ,4H4,,,,,,,,,,,
عضد,عَضُد,,,1,,,عَـ-ضُـ-دَ,2H16,,,,,,,,,,,
عطر,عَطَّرَ,,,,1,,عَطْـ-طَـ-رَ,4H4,,,,,,,,,,,
عظام,عِظام,,,1,,,عِـ-ظا-مٌ,2H17-4H5,,,,,,,,,,,
عظيم,عَظيم,,,1,,,عَـ-ظيـ-مٌ,4H5,,,,,,,,,,,
عفو,عَفْوًا,,,1,,,عَفْـ-وًا,4H8,,,,,,,,,,,
عقاب,عُقاب,,,1,,,عُـ-قا-بٌ,4H1,,,,,,,,,,,
عقرب,عَقْرَب,,,1,,,عَقْـ-رَ-بٌ,2H15,,,,,,,,,,,
عقول,عُقول,,,1,,,عُـ-قو-لٌ,2H16,,,,,,,,,,,
عكاز,عُكّاز,,,1,,,عُكْـ-كا-زٌ,4H2,,,,,,,,,,,
علاج,عِلاج,,,1,,,عِـ-لا-جٌ,4H2-4H6,,,,,,,,,,,
علم,عَلَم,,,1,,,عَـ-لَـ-مٌ,1H6-4H8-2H5,,,,,,,,,,,
علوم,عُلوم,,,1,,,عُـ-لو-مٌ,2H9,,,,,,,,,,,
عمة,عَمَّة,,,1,,,عَمْـ-مَـ-ـةٌ,4H6,,,,,,,,,,,
عمتي,عَمَّتي,,,1,,,عَمْـ-مَـ-تي,2H2,,,,,,,,,,,
عمر,عُمَر,,,1,,,عُـ-مَـ-ر,2H13,,,,,,,,,,,
عمل,عَمَل,,,1,,,عَـ-مَـ-لٌ,2H13,,,,,,,,,,,
عناد,عِناد,,,1,,,عِـ-نا-دٌ,2H17,,,,,,,,,,,
عنيد,عَنيد,,,1,,,عَـ-نيـ-دٌ,2H12,,,,,,,,,,,
عهود,عُهود,,,1,,,عُـ-ـهو-دٌ,2H12,,,,,,,,,,,
عون,عَوْن,,,1,,,عَوْ-نٌ,4H8,,,,,,,,,,,
عيادة,عِيادَة,,,1,,,عِـ-يا-دَ-ةٌ,4H1,,,,,,,,,,,
عيد,عيد,,,1,,,عيـ-دٌ,2H11,,,,,,,,,,,
عيدان,عيدان,,,1,,,عيـ-دا-نٌ,2H9-4H3,,,,,,,,,,,
عيسى,عيسى,,,1,,,عيـ-سى,KG1-kg2,,,,,,,,,,,
عين,عَيْن,,,1,,,عَيْـ-نٌ,1H6-4H8,,,,,,,,,,,
عيون,عُيون,,,1,,,عُـ-يو-نٌ,2H15,,,,,,,,,,,
غابة,غابَة,,,1,,,غا-بَـ-ـةٌ,kg2,,,,,,,,,,,
غادة,غادَة,,,1,,,غا-دَ-ةٌ,kg2,,,,,,,,,,,
غداء,غَداء,,,1,,,غَـ-دا-ءٌ,kg2,,,,,,,,,,,
غدير,غَدير,,,1,,,غَـ-ديـ-رٌ,kg2-2H7,,,,,,,,,,,
غزال,غَزال,,,1,,,غَـ-زا-لٌ,KG1-kg2-1H7,,,,,,,,,,,
غزير,غَزير,,,1,,,غَـ-زيـ-رٌ,kg2,,,,,,,,,,,
غسالة,غَسّالَة,,,1,,,غَسْـ-سا-لَـ-ـةٌ,KG1-kg2-2H5,,,,,,,,,,,
غسيل,غَسيل,,,1,,,غَـ-سيـ-لٌ,KG1-kg2-2H4-2H5-4H3-4H5,,,,,,,,,,,
غواص,غَوّاص,,,1,,,غَوْ-وا-صٌ,kg2-1H6-2H2,,,,,,,,,,,
غيمة,غَيْمَة,,,1,,,غَيْـ-مَـ-ـةٌ,KG1-kg2-1H6-1H7-2H2-4H9-4H8,,,,,,,,,,,
غيث,غَيْث,,,1,,,غَيْـ-ثٌ,kg2,,,,,,,,,,,
غيوم,غُيوم,,,1,,,غُـ-يو-مٌ,KG1-1H4-4H6-2H5,,,,,,,,,,,
غبار,غُبار,,,1,,,غُـ-با-رٌ,kg2-2H15,,,,,,,,,,,
غراب,غُراب,,,1,,,غُـ-را-بٌ,KG1-kg2-1H4-2H5,,,,,,,,,,,
غرفة,غُرْفَة,,,1,,,غُرْ-فَـ-ـةٌ,kg2,,,,,,,,,,,
غصن,غُصْن,,,1,,,غُصْـ-نٌ,KG1-kg2-1H6,,,,,,,,,,,
غصون,غُصون,,,1,,,غُـ-صو-نٌ,KG1-1H6,,,,,,,,,,,
غلام,غُلام,,,1,,,غُـ-لا-مٌ,kg2,,,,,,,,,,,
غيوم,غُيوم,,,1,,,غُـ-يو-مٌ,KG1-kg2,,,,,,,,,,,
غذاء,غِذاء,,,1,,,غِـ-ذا-ءٌ,KG1-2H15-4H6-kg2,,,,,,,,,,,
غطاء,غِطاء,,,1,,,غِـ-طا-ءٌ,KG1-kg2-1H7-4H3,,,,,,,,,,,
غلاف,غِلاف,,,1,,,غِـ-لا-فٌ,kg2-2H2,,,,,,,,,,,
غناء,غِناء,,,1,,,غِـ-نا-ءٌ,kg2-2H15,,,,,,,,,,,
غابة,غابَة,,,1,,,غا-بَـ-ـةٌ,KG1-4H3-1H4,,,,,,,,,,,
غادة,غادَة,,,1,,,غا-دَ-ةٌ,KG1-kg2-1H6,,,,,,,,,,,
غاز,غاز,,,1,,,غا-زٌ,1H7-KG1,,,,,,,,,,,
غالب,غالِب,,,1,,,غا-لِـ-بٌ,2H12,,,,,,,,,,,
غامق,غامِق,,,1,,,غا-مِـ-قٌ,4H6,,,,,,,,,,,
غانم,غانِم,,,1,,,غا-نِ-مٌ,2H9,,,,,,,,,,,
غائب,غائِب,,,1,,,غا-ئِـ-بٌ,4H9,,,,,,,,,,,
غراء,غِراء,,,1,,,غِـ-را-ءٌ,2H15-4H5,,,,,,,,,,,
غراس,غِراس,,,1,,,غِـ-را-سٌ,4H1,,,,,,,,,,,
غربان,غِرْبان,,,1,,,غِرْ-با-نٌ,2H17,,,,,,,,,,,
غرف,غُرَف,,,1,,,غُـ-رَ-فٌ,4H8,,,,,,,,,,,
غرفة,غُرْفَة,,,1,,,غُـ-رْ-فَـ-ـةٌ,2H4-2H13,,,,,,,,,,,
غرق,غَرَق,,,1,,,غَـ-رَ-قٌ,4H6-4H8,,,,,,,,,,,
غروب,غُروب,,,1,,,غُـ-رو-بٌ,2H14-4H8,,,,,,,,,,,
غريب,غَريب,,,1,,,غَـ-ريـ-بٌ,2H17,,,,,,,,,,,
غز,غَز,,,1,,,غَـ-زٌ,4H6,,,,,,,,,,,
غزل,غَزَل,,,1,,,غَـ-زَ-لٌ,2H13,,,,,,,,,,,
غلام,غُلام,,,1,,,غُـ-لا-مٌ,2H11-2H15,,,,,,,,,,,
غليان,غَلَيان,,,,,,غَـ-لَـ-يا-نٌ,S,,,,,,,,,,,
غنم,غَنَم,,,1,,,غَـ-نَـ-مٌ,2H15,,,,,,,,,,,
غواصة,غَوّاصَة,,,1,,,غَوْ-وا-صَـ-ـةٌ,4H4,,,,,,,,,,,
غوريلا,غوريلا,,,1,,,غو-ريـ-لا,2H9,,,,,,,,,,,
غول,غول,,,1,,,غو-لٌ,4H3,,,,,,,,,,,
